pageid	qid
900016	Q8417
970766	Q8418
972357	Q8419
1256111	Q8420
1263883	Q8421
669418	Q8422
725925	Q8423
1129465	Q8424
590493	Q8425
899793	Q8426
669648	Q8427
1252522	Q8428
1187719	Q8429
1248536	Q8430
933426	Q8431
1098448	Q8432
669420	Q8433
669698	Q8434
723742	Q8435
24359	Q8436
661014	Q8437
669401	Q8438
669710	Q8439
1194567	Q8440
654117	Q8441
655447	Q8442
573478	Q8443
573474	Q8444
667493	Q8445
654121	Q8446
1254863	Q8447
669403	Q8448
723867	Q8449
596477	Q8450
1187713	Q8451
1249440	Q8452
669491	Q8453
655494	Q8454
669704	Q8455
669419	Q8456
1247627	Q8457
586351	Q8458
1263887	Q8459
890147	Q8460
645610	Q8461
675652	Q8462
655329	Q8463
655614	Q8464
191862	Q8465
840502	Q8466
1062891	Q8467
1057739	Q8468
1062979	Q8469
1060338	Q8470
1063496	Q8471
1056535	Q8472
1056981	Q8473
654097	Q8474
1054417	Q8475
654092	Q8476
1034494	Q8477
586500	Q8478
1062964	Q8479
646935	Q8480
1036831	Q8481
1062736	Q8482
1041240	Q8483
1060327	Q8484
1180469	Q8485
1177096	Q8486
1180470	Q8487
1084681	Q8488
1040382	Q8489
1179123	Q8490
1013066	Q8491
1180693	Q8492
1045071	Q8493
1040965	Q8494
1032199	Q8495
1032203	Q8496
1019309	Q8497
1041239	Q8498
647829	Q8499
1040695	Q8500
1032211	Q8501
647664	Q8502
1041238	Q8503
1013183	Q8504
1019289	Q8505
1041235	Q8506
1032205	Q8507
1062814	Q8508
647743	Q8509
1028274	Q8510
1121694	Q8511
396008	Q8512
1032213	Q8513
647941	Q8514
1019313	Q8515
647666	Q8516
1041236	Q8517
1040793	Q8518
1019295	Q8519
647755	Q8520
1019307	Q8521
1032197	Q8522
1041241	Q8523
647840	Q8524
647678	Q8525
1032196	Q8526
1019292	Q8527
1032209	Q8528
1032207	Q8529
1039901	Q8530
1030299	Q8531
1019018	Q8532
644316	Q8533
646794	Q8534
644298	Q8535
675912	Q8536
644309	Q8537
675924	Q8538
1180712	Q8539
1024569	Q8540
1020149	Q8541
1024586	Q8542
1034274	Q8543
1052342	Q8544
1179238	Q8545
1036606	Q8546
1034927	Q8547
1035951	Q8548
1034919	Q8549
1034497	Q8550
1035952	Q8551
1033480	Q8552
1179244	Q8553
1253578	Q8554
1179565	Q8555
165077	Q8556
1056853	Q8557
1051514	Q8558
1172450	Q8559
1267501	Q8560
1180713	Q8561
1279269	Q8562
1036604	Q8563
1024570	Q8564
1179562	Q8565
1256088	Q8566
1024577	Q8567
396005	Q8568
1181152	Q8569
1186359	Q8570
669331	Q8571
1083606	Q8572
1060340	Q8573
1025822	Q8574
1038023	Q8575
1050885	Q8576
1051451	Q8577
1035033	Q8578
1083738	Q8579
1033489	Q8580
1060330	Q8581
1057354	Q8582
1056647	Q8583
1035950	Q8584
1084645	Q8585
1172415	Q8586
1026156	Q8587
1041237	Q8588
971634	Q8589
1024571	Q8590
1024574	Q8591
291878	Q8592
1034495	Q8593
1057219	Q8594
1045072	Q8595
1180694	Q8596
644394	Q8597
1180714	Q8598
1273467	Q8599
1180698	Q8600
1180695	Q8601
1064200	Q8602
1020117	Q8603
1249801	Q8604
1180696	Q8605
1027988	Q8606
1180472	Q8607
1180697	Q8608
1131628	Q8609
1034273	Q8610
1024575	Q8611
1083600	Q8612
1034269	Q8613
1051718	Q8614
1172404	Q8615
1060324	Q8616
1033483	Q8617
1034279	Q8618
1025821	Q8619
1030285	Q8620
1033487	Q8621
1060343	Q8622
1028989	Q8623
1034503	Q8624
1121696	Q8625
1172411	Q8626
1037012	Q8627
644477	Q8628
1036605	Q8629
1012495	Q8630
1060323	Q8631
1033482	Q8632
1062885	Q8633
1060329	Q8634
1060342	Q8635
1020108	Q8636
1025820	Q8637
1034920	Q8638
1030297	Q8639
1051484	Q8640
644479	Q8641
1060318	Q8642
1034923	Q8643
432748	Q8644
1172079	Q8645
1060325	Q8646
1025823	Q8647
1172407	Q8648
1030294	Q8649
971664	Q8650
1035954	Q8651
1024579	Q8652
1020139	Q8653
1020114	Q8654
1034505	Q8655
844178	Q8656
1019681	Q8657
1024588	Q8658
1034496	Q8659
1121695	Q8660
1056849	Q8661
1172405	Q8662
943049	Q8663
943061	Q8664
1085565	Q8665
1172083	Q8666
645631	Q8667
1024576	Q8668
1279265	Q8669
1034501	Q8670
1030300	Q8671
1033490	Q8672
1034270	Q8673
1034504	Q8674
645619	Q8675
1060320	Q8676
1172080	Q8677
1121805	Q8678
1060345	Q8679
1025359	Q8680
1039932	Q8681
1030295	Q8682
1042253	Q8683
1060333	Q8684
585139	Q8685
1042252	Q8686
1172420	Q8687
1030287	Q8688
1121692	Q8689
1019703	Q8690
1172417	Q8691
1036607	Q8692
1121808	Q8693
1122067	Q8694
1035946	Q8695
1064978	Q8696
1030283	Q8697
1172078	Q8698
1057455	Q8699
1042343	Q8700
654119	Q8701
1030284	Q8702
1019699	Q8703
1037011	Q8704
1172081	Q8705
1051511	Q8706
1172413	Q8707
1172410	Q8708
1030298	Q8709
1051453	Q8710
1025824	Q8711
899571	Q8712
1034508	Q8713
1025340	Q8714
1064332	Q8715
1062129	Q8716
1051497	Q8717
1279267	Q8718
644393	Q8719
1025875	Q8720
1172409	Q8721
1060341	Q8722
1121806	Q8723
1028991	Q8724
1084741	Q8725
644418	Q8726
1055043	Q8727
644257	Q8728
644261	Q8729
1033679	Q8730
1062987	Q8731
1022761	Q8732
1020119	Q8733
1053137	Q8734
1049319	Q8735
1057973	Q8736
1049316	Q8737
1026960	Q8738
1056852	Q8739
1121800	Q8740
1019714	Q8741
1063606	Q8742
647415	Q8743
1034271	Q8744
1035948	Q8745
596886	Q8746
644845	Q8747
1064951	Q8748
1030286	Q8749
1020146	Q8750
1256083	Q8751
1025825	Q8752
1063814	Q8753
1039937	Q8754
1025826	Q8755
1033488	Q8756
1121804	Q8757
1025827	Q8758
1034276	Q8759
1034277	Q8760
1036603	Q8761
1036602	Q8762
1060336	Q8763
1060339	Q8764
1051425	Q8765
1060332	Q8766
584215	Q8767
1121691	Q8768
1064964	Q8769
1030296	Q8770
1064291	Q8771
1025358	Q8772
1061452	Q8773
1055611	Q8774
1033486	Q8775
1033497	Q8776
1042255	Q8777
1034918	Q8778
1172076	Q8779
1050886	Q8780
1035947	Q8781
1060337	Q8782
644223	Q8783
1061391	Q8784
584111	Q8785
1172414	Q8786
1034926	Q8787
1020152	Q8788
1172071	Q8789
1033496	Q8790
1035949	Q8791
1057218	Q8792
1056850	Q8793
1060328	Q8794
1172070	Q8795
1064293	Q8796
1030323	Q8797
1120334	Q8798
584098	Q8799
1083716	Q8800
1030322	Q8801
1036608	Q8802
1034507	Q8803
1019694	Q8804
1032200	Q8805
1030321	Q8806
1172412	Q8807
1034275	Q8808
1083917	Q8809
1279268	Q8810
1040385	Q8811
1034974	Q8812
1034272	Q8813
1180473	Q8814
164942	Q8815
363503	Q8816
1028016	Q8817
60130	Q8818
1028014	Q8819
1028013	Q8820
396009	Q8821
1039132	Q8822
1174722	Q8823
140565	Q8824
1175032	Q8825
568077	Q8826
1035213	Q8827
124501	Q8828
588034	Q8829
1052346	Q8830
1061393	Q8831
618836	Q8832
1052341	Q8833
1217798	Q8834
615580	Q8835
733886	Q8836
987769	Q8837
293259	Q8838
158144	Q8839
283045	Q8840
1033676	Q8841
128178	Q8842
968995	Q8843
1037014	Q8844
1044467	Q8845
1041242	Q8846
1034968	Q8847
1038028	Q8848
1019713	Q8849
1034971	Q8850
1019156	Q8851
1034267	Q8852
1034260	Q8853
1034268	Q8854
654150	Q8855
654134	Q8856
654141	Q8857
654140	Q8858
654145	Q8859
586888	Q8860
125827	Q8861
849760	Q8862
156296	Q8863
388241	Q8864
618682	Q8865
973080	Q8866
367683	Q8867
365905	Q8868
742161	Q8869
730544	Q8870
654079	Q8871
742775	Q8872
646285	Q8873
593576	Q8874
841892	Q8875
571827	Q8876
571761	Q8877
742866	Q8878
742226	Q8879
121217	Q8880
742163	Q8881
112235	Q8882
647493	Q8883
596309	Q8884
642643	Q8885
593579	Q8886
146723	Q8887
119401	Q8888
573683	Q8889
742164	Q8890
92952	Q8891
123663	Q8892
589688	Q8893
1222869	Q8894
1097947	Q8895
1099396	Q8896
1140235	Q8897
1212297	Q8898
1013934	Q8899
642641	Q8900
1013211	Q8901
900482	Q8902
732036	Q8903
883942	Q8904
1030281	Q8905
1209808	Q8906
651812	Q8907
651800	Q8908
723411	Q8909
651808	Q8910
651799	Q8911
651637	Q8912
651640	Q8913
651806	Q8914
646514	Q8915
587086	Q8916
586886	Q8917
586881	Q8918
586847	Q8919
586869	Q8920
651638	Q8921
479964	Q8922
118949	Q8923
651642	Q8924
587115	Q8925
586989	Q8926
586892	Q8927
651802	Q8928
587034	Q8929
651811	Q8930
587073	Q8931
1056997	Q8932
647482	Q8933
646289	Q8934
646510	Q8935
479755	Q8936
651964	Q8937
653092	Q8938
731840	Q8939
967362	Q8940
647672	Q8941
100063	Q8942
103120	Q8943
655344	Q8944
655445	Q8945
900395	Q8946
1050014	Q8947
1276628	Q8948
667167	Q8949
62902	Q8950
119437	Q8951
655239	Q8952
987146	Q8953
227342	Q8954
112096	Q8955
654035	Q8956
237833	Q8957
101139	Q8958
589353	Q8959
588859	Q8960
642863	Q8961
849979	Q8962
157033	Q8963
1222320	Q8964
157031	Q8965
45643	Q8966
157037	Q8967
1139292	Q8968
1255803	Q8969
1255482	Q8970
615436	Q8971
616162	Q8972
654103	Q8973
102902	Q8974
47578	Q8975
144045	Q8976
57064	Q8977
573487	Q8978
374106	Q8979
7710	Q8980
58325	Q8981
7707	Q8982
58304	Q8983
58323	Q8984
58300	Q8985
1211826	Q8986
890988	Q8987
1227461	Q8988
1227427	Q8989
894160	Q8990
1229181	Q8991
1210602	Q8992
893173	Q8993
1211831	Q8994
1075253	Q8995
889244	Q8996
17908	Q8997
884610	Q8998
995760	Q8999
242389	Q9000
900107	Q9001
1215449	Q9002
229776	Q9003
993936	Q9004
655639	Q9005
646995	Q9006
653350	Q9007
237815	Q9008
711841	Q9009
653342	Q9010
595354	Q9011
595796	Q9012
120461	Q9013
586795	Q9014
119210	Q9015
1250746	Q9016
595895	Q9017
1013862	Q9018
1013495	Q9019
944055	Q9020
331978	Q9021
643836	Q9022
1034954	Q9023
547010	Q9024
1197932	Q9025
103046	Q9026
595366	Q9027
595530	Q9028
1132251	Q9029
736520	Q9030
104125	Q9031
14413	Q9032
989025	Q9033
1023483	Q9034
1025382	Q9035
1023399	Q9036
1005685	Q9037
46955	Q9038
756442	Q9039
909071	Q9040
576899	Q9041
237820	Q9042
1275196	Q9043
1275188	Q9044
1247026	Q9045
548549	Q9046
237852	Q9047
548551	Q9048
548554	Q9049
548565	Q9050
369114	Q9051
75753	Q9052
596784	Q9053
225628	Q9054
225629	Q9055
237811	Q9056
237818	Q9057
237812	Q9058
237817	Q9059
237819	Q9060
229756	Q9061
229758	Q9062
229764	Q9063
229760	Q9064
1139136	Q9065
1113197	Q9066
1138966	Q9067
838811	Q6712
72643	Q9068
56275	Q9069
36080	Q9070
482858	Q9071
598013	Q9072
731398	Q6757
158663	Q9073
568121	Q6758
127818	Q9074
59893	Q6759
552310	Q6761
69374	Q9075
1096411	Q9076
482860	Q9077
1103525	Q9078
981620	Q9079
1066711	Q6764
482903	Q9080
117137	Q9081
987285	Q9082
69123	Q9083
1238463	Q9084
1139141	Q9085
482851	Q9086
1148387	Q6765
482905	Q9087
282856	Q9088
153157	Q9089
1010487	Q9090
1077684	Q9091
56237	Q6772
838828	Q9092
397801	Q9093
482904	Q6773
701982	Q9094
585966	Q6776
1239750	Q9095
1064455	Q6777
1225443	Q9096
50737	Q9097
1100923	Q6779
150762	Q9098
1149078	Q6780
397798	Q9099
1185389	Q9100
1239658	Q9101
901742	Q9102
64135	Q9103
1133667	Q6781
482853	Q9104
111819	Q9105
969601	Q9106
947285	Q9107
484007	Q9108
754952	Q9109
1109174	Q9110
279637	Q6792
981119	Q9111
981165	Q9112
70721	Q9113
76664	Q9114
859258	Q6935
983050	Q9115
859392	Q9116
1181003	Q9117
1043833	Q6970
866486	Q6981
1180167	Q9118
1180346	Q9119
1180356	Q9120
1180361	Q9121
1181006	Q9122
1181007	Q9123
1180364	Q9124
1180351	Q9125
1180349	Q9126
49677	Q9127
292404	Q7029
868221	Q7050
869031	Q7051
65871	Q9128
150835	Q9129
870638	Q7101
869034	Q7134
870642	Q7164
859369	Q7259
748394	Q7263
586643	Q7275
859704	Q7284
859419	Q7291
866229	Q7300
866358	Q7305
859231	Q7306
859539	Q7324
859311	Q7331
866334	Q7332
866374	Q7339
866359	Q7342
859266	Q9130
73838	Q9131
866386	Q7355
859420	Q7373
859540	Q7376
859413	Q7380
859397	Q7387
859427	Q7389
866355	Q7393
859405	Q7395
866237	Q7433
866240	Q7441
866239	Q7444
859381	Q7448
1108665	Q9132
196281	Q7530
1071579	Q7538
1071585	Q7553
205305	Q7563
1236700	Q9133
1236702	Q9134
296035	Q9135
397295	Q9136
1184910	Q9137
397787	Q9138
269454	Q9139
396603	Q9140
65213	Q9141
397791	Q9142
754472	Q9143
846635	Q9144
674218	Q9145
741049	Q9146
397307	Q9147
200176	Q9148
397309	Q9149
730303	Q9150
396599	Q9151
224421	Q9152
397317	Q9153
580515	Q9154
1187174	Q9155
583377	Q9156
396601	Q9157
59894	Q7788
574194	Q9158
396462	Q9159
65018	Q9160
1192286	Q9161
1275670	Q9162
117139	Q9163
15343	Q9164
397313	Q9165
397294	Q9166
50668	Q9167
397795	Q9168
397308	Q9169
397298	Q9170
755013	Q9171
56239	Q9172
397310	Q9173
397315	Q9174
397788	Q9175
396604	Q9176
66094	Q9177
1178379	Q9178
224691	Q9179
1132320	Q9180
1213146	Q9181
540784	Q7789
1103516	Q9182
80068	Q9183
1060988	Q9184
894174	Q7790
479526	Q9185
1075491	Q9186
44933	Q7791
1192922	Q7792
1250605	Q7793
482856	Q9187
989865	Q9188
482901	Q9189
482727	Q9190
1109790	Q9191
482907	Q9192
482909	Q9193
482789	Q9194
482910	Q9195
482733	Q9196
344607	Q9197
1110219	Q9198
121465	Q9199
483671	Q9200
66879	Q9201
483794	Q9202
483934	Q9203
376704	Q9204
621512	Q7819
74551	Q9205
618690	Q7822
69798	Q9206
71813	Q7867
71809	Q7868
948484	Q9207
1239285	Q9208
1239282	Q9209
1239361	Q9210
1240053	Q9211
1240065	Q9212
1240064	Q9213
1241194	Q9214
1241214	Q9215
1239031	Q9216
1241212	Q9217
1241210	Q9218
1238697	Q9219
1241211	Q9220
1064379	Q9221
849760	Q8862
156296	Q8863
1237878	Q9222
745142	Q9223
1034763	Q9224
1003628	Q9225
388241	Q8864
618682	Q8865
973080	Q8866
367683	Q8867
1051088	Q9226
564287	Q9227
1238715	Q9228
1241456	Q9229
1241448	Q9230
1239840	Q9231
1238696	Q9232
1238699	Q9233
1238639	Q9234
1238638	Q9235
1238637	Q9236
1238636	Q9237
1238623	Q9238
1238621	Q9239
1237874	Q9240
1237817	Q9241
1237883	Q9242
1237809	Q9243
1237808	Q9244
1237892	Q9245
1237803	Q9246
1238617	Q9247
1237902	Q9248
1237935	Q9249
971392	Q9250
622758	Q9251
622654	Q9252
283136	Q9253
1100923	Q6779
70721	Q9113
76664	Q9114
859258	Q6935
983050	Q9115
859392	Q9116
1181003	Q9117
1043833	Q6970
866486	Q6981
1180167	Q9118
1180346	Q9119
1180356	Q9120
1180361	Q9121
1181006	Q9122
1181007	Q9123
1180364	Q9124
1180351	Q9125
1180349	Q9126
49677	Q9127
292404	Q7029
868221	Q7050
869031	Q7051
870638	Q7101
869034	Q7134
870642	Q7164
859369	Q7259
748394	Q7263
586643	Q7275
859704	Q7284
859419	Q7291
866229	Q7300
866358	Q7305
859231	Q7306
859539	Q7324
859311	Q7331
866334	Q7332
866374	Q7339
866359	Q7342
859266	Q9130
73838	Q9131
866386	Q7355
859420	Q7373
859540	Q7376
859413	Q7380
859397	Q7387
859427	Q7389
866355	Q7393
859405	Q7395
866237	Q7433
866240	Q7441
866239	Q7444
859381	Q7448
1071579	Q7538
1071585	Q7553
1075491	Q9186
621512	Q7819
74551	Q9205
618690	Q7822
69798	Q9206
71813	Q7867
71809	Q7868
948484	Q9207
1239285	Q9208
1239282	Q9209
1239361	Q9210
1240053	Q9211
1240065	Q9212
1240064	Q9213
1241194	Q9214
1241214	Q9215
1239031	Q9216
1241212	Q9217
1241210	Q9218
1238697	Q9219
1241211	Q9220
1064379	Q9221
849760	Q8862
156296	Q8863
1237878	Q9222
745142	Q9223
1034763	Q9224
1003628	Q9225
388241	Q8864
618682	Q8865
973080	Q8866
367683	Q8867
1051088	Q9226
564287	Q9227
1238715	Q9228
1241456	Q9229
1241448	Q9230
1239840	Q9231
1238696	Q9232
1238699	Q9233
1238639	Q9234
1238638	Q9235
1238637	Q9236
1238636	Q9237
1238623	Q9238
1238621	Q9239
1237874	Q9240
1237817	Q9241
1237883	Q9242
1237809	Q9243
1237808	Q9244
1237892	Q9245
1237803	Q9246
1238617	Q9247
1237902	Q9248
1237935	Q9249
971392	Q9250
622758	Q9251
622654	Q9252
283136	Q9253
1100923	Q6779
70721	Q9113
76664	Q9114
859258	Q6935
983050	Q9115
859392	Q9116
1181003	Q9117
1043833	Q6970
866486	Q6981
1180167	Q9118
1180346	Q9119
1180356	Q9120
1180361	Q9121
1181006	Q9122
1181007	Q9123
1180364	Q9124
1180351	Q9125
1180349	Q9126
49677	Q9127
292404	Q7029
868221	Q7050
869031	Q7051
870638	Q7101
869034	Q7134
870642	Q7164
859369	Q7259
748394	Q7263
586643	Q7275
859704	Q7284
859419	Q7291
866229	Q7300
866358	Q7305
859231	Q7306
859539	Q7324
859311	Q7331
866334	Q7332
866374	Q7339
866359	Q7342
859266	Q9130
73838	Q9131
866386	Q7355
859420	Q7373
859540	Q7376
859413	Q7380
859397	Q7387
859427	Q7389
866355	Q7393
859405	Q7395
866237	Q7433
866240	Q7441
866239	Q7444
859381	Q7448
1071579	Q7538
1071585	Q7553
1075491	Q9186
621512	Q7819
74551	Q9205
618690	Q7822
69798	Q9206
71813	Q7867
71809	Q7868
948484	Q9207
1239285	Q9208
1239282	Q9209
1239361	Q9210
1240053	Q9211
1240065	Q9212
1240064	Q9213
1241194	Q9214
1241214	Q9215
1239031	Q9216
1241212	Q9217
1241210	Q9218
1238697	Q9219
1241211	Q9220
1064379	Q9221
849760	Q8862
156296	Q8863
1237878	Q9222
745142	Q9223
1034763	Q9224
1003628	Q9225
388241	Q8864
618682	Q8865
973080	Q8866
367683	Q8867
1051088	Q9226
564287	Q9227
1238715	Q9228
1241456	Q9229
1241448	Q9230
1239840	Q9231
1238696	Q9232
1238699	Q9233
1238639	Q9234
1238638	Q9235
1238637	Q9236
1238636	Q9237
1238623	Q9238
1238621	Q9239
1237874	Q9240
1237817	Q9241
1237883	Q9242
1237809	Q9243
1237808	Q9244
1237892	Q9245
1237803	Q9246
1238617	Q9247
1237902	Q9248
1237935	Q9249
971392	Q9250
622758	Q9251
622654	Q9252
283136	Q9253
1113061	Q9254
1027220	Q9255
1219295	Q9256
1139136	Q9065
127157	Q9257
1014631	Q9258
971316	Q9259
1099296	Q9260
1132284	Q9261
597100	Q9262
1148594	Q9263
1106340	Q9264
579292	Q9265
1113197	Q9066
597990	Q9266
1138966	Q9067
838811	Q6712
596710	Q9267
72643	Q9068
56275	Q9069
36080	Q9070
34490	Q9268
109584	Q9269
150739	Q9270
1098419	Q6756
482858	Q9071
598013	Q9072
1110971	Q9271
731398	Q6757
157316	Q9272
158663	Q9073
568121	Q6758
127818	Q9074
1098871	Q9273
947830	Q9274
59893	Q6759
15618	Q9275
1125349	Q6760
552310	Q6761
1176650	Q6762
69374	Q9075
1279164	Q9276
1096411	Q9076
482860	Q9077
1103525	Q9078
1203633	Q6763
981620	Q9079
1066711	Q6764
1007028	Q9277
1030222	Q9278
482903	Q9080
117137	Q9081
987285	Q9082
540610	Q9279
69123	Q9083
1238463	Q9084
398010	Q9280
1139141	Q9085
482851	Q9086
1148387	Q6765
482905	Q9087
1072295	Q6766
669207	Q6767
1100913	Q9281
835324	Q9282
1262307	Q9283
282856	Q9088
1131294	Q9284
153157	Q9089
598020	Q6768
1222098	Q9285
226516	Q9286
1266779	Q9287
839867	Q9288
269992	Q9289
1098891	Q9290
79267	Q9291
153132	Q6769
1272742	Q9292
1010487	Q9090
282991	Q9293
987053	Q6770
56293	Q9294
968272	Q6771
1108843	Q9295
226424	Q9296
1077684	Q9091
77090	Q9297
1114246	Q9298
269987	Q9299
56237	Q6772
1133403	Q9300
838828	Q9092
397801	Q9093
482904	Q6773
9993	Q9301
1126905	Q9302
1208185	Q9303
748068	Q6774
701982	Q9094
1134984	Q9304
152815	Q6775
280003	Q9305
585966	Q6776
1239750	Q9095
968856	Q9306
900066	Q9307
1064455	Q6777
1264360	Q9308
1225443	Q9096
858959	Q6778
50737	Q9097
1100923	Q6779
1262826	Q9309
1128243	Q9310
150762	Q9098
1149078	Q6780
70353	Q9311
397798	Q9099
1185389	Q9100
397797	Q9312
1239658	Q9101
1244960	Q9313
50030	Q9314
1103538	Q9315
901742	Q9102
64135	Q9103
1133667	Q6781
239903	Q6782
1236190	Q9316
482853	Q9104
111819	Q9105
899534	Q6783
541534	Q9317
131794	Q6784
931668	Q6785
596709	Q9318
618743	Q9319
969601	Q9106
1264330	Q9320
484753	Q9321
947285	Q9107
1265682	Q9322
484007	Q9108
226421	Q9323
239865	Q6786
396003	Q6787
1010184	Q9324
754952	Q9109
376684	Q9325
934589	Q9326
116604	Q9327
190208	Q6788
1109174	Q9110
113007	Q9328
150942	Q9329
226809	Q9330
241661	Q6789
969978	Q9331
119692	Q9332
839533	Q6790
745095	Q6791
858989	Q9333
1110364	Q9334
1179116	Q9335
1077671	Q9336
161403	Q9337
646205	Q9338
280121	Q9339
147651	Q9340
1133028	Q9341
1033523	Q9342
853091	Q9343
1110379	Q9344
598015	Q9345
1047576	Q9346
66366	Q9347
1028338	Q9348
1266939	Q9349
1032563	Q9350
1124959	Q9351
587450	Q9352
1132606	Q9353
1113160	Q9354
1271746	Q9355
1125690	Q9356
276417	Q9357
739605	Q9358
1277293	Q9359
72667	Q9360
131165	Q9361
654779	Q9362
984716	Q9363
1128449	Q9364
281467	Q9365
1113177	Q9366
751710	Q9367
846358	Q9368
1112652	Q9369
1174393	Q9370
944236	Q9371
279637	Q6792
228368	Q9372
940853	Q9373
1174105	Q9374
1110692	Q9375
1113603	Q9376
1113272	Q9377
157028	Q9378
1248935	Q9379
273084	Q9380
580842	Q9381
1077855	Q9382
1110355	Q9383
1110363	Q9384
1271847	Q9385
366689	Q9386
1112656	Q9387
1113625	Q9388
1107994	Q9389
1111186	Q9390
1187537	Q9391
161870	Q9392
1180367	Q9393
1113112	Q9394
376691	Q9395
1064941	Q9396
1110698	Q9397
992271	Q9398
1128447	Q9399
848351	Q6793
1113002	Q9400
1169312	Q9401
944989	Q9402
1113053	Q9403
1126325	Q9404
1110270	Q9405
520032	Q9406
934341	Q9407
984684	Q9408
587451	Q9409
747540	Q9410
1241822	Q9411
1239292	Q9412
1252010	Q9413
1263671	Q9414
1252623	Q9415
1239841	Q9416
161729	Q6794
1243598	Q9417
60893	Q9418
1245132	Q9419
1252644	Q9420
1242600	Q9421
754715	Q9422
1243536	Q9423
151737	Q9424
1242602	Q9425
1239000	Q9426
1253097	Q9427
946428	Q9428
1239847	Q9429
1238972	Q9430
1259204	Q9431
1254858	Q9432
1253108	Q9433
1254902	Q9434
1253082	Q9435
1254936	Q9436
92923	Q6795
1255008	Q9437
1248449	Q9438
1241011	Q9439
1240307	Q9440
1253383	Q9441
1254775	Q9442
66851	Q9443
92236	Q9444
754707	Q9445
1252577	Q9446
1167870	Q9447
1262962	Q9448
1242581	Q9449
960179	Q9450
1262969	Q9451
1252565	Q9452
1239312	Q9453
1259250	Q9454
1241005	Q9455
1174885	Q9456
1252762	Q9457
1259389	Q9458
1252624	Q9459
1252757	Q9460
1254946	Q9461
92913	Q6796
59481	Q9462
1241820	Q9463
1241818	Q9464
1255076	Q9465
1253595	Q9466
1253103	Q9467
1255238	Q9468
1245140	Q9469
1072226	Q6797
1072290	Q6798
847145	Q6799
1253563	Q9470
1139200	Q6800
1239290	Q9471
1253263	Q9472
1252974	Q9473
1252667	Q9474
1239295	Q9475
1252634	Q9476
1239054	Q9477
144863	Q9478
1005897	Q9479
1261484	Q9480
1261418	Q9481
1261384	Q9482
1261425	Q9483
981119	Q9111
981165	Q9112
70721	Q9113
76664	Q9114
859258	Q6935
983050	Q9115
859392	Q9116
1181003	Q9117
1043833	Q6970
866486	Q6981
1180167	Q9118
1180346	Q9119
1180356	Q9120
1180361	Q9121
1181006	Q9122
1181007	Q9123
1180364	Q9124
1180351	Q9125
1180349	Q9126
49677	Q9127
292404	Q7029
868221	Q7050
869031	Q7051
65871	Q9128
150835	Q9129
870638	Q7101
869034	Q7134
870642	Q7164
859369	Q7259
748394	Q7263
586643	Q7275
859704	Q7284
859419	Q7291
866229	Q7300
866358	Q7305
859231	Q7306
859539	Q7324
859311	Q7331
866334	Q7332
866374	Q7339
866359	Q7342
859266	Q9130
73838	Q9131
866386	Q7355
859420	Q7373
859540	Q7376
859413	Q7380
859397	Q7387
859427	Q7389
866355	Q7393
859405	Q7395
866237	Q7433
866240	Q7441
866239	Q7444
859381	Q7448
1108665	Q9132
196281	Q7530
1071579	Q7538
1071585	Q7553
205305	Q7563
1236700	Q9133
1236702	Q9134
296035	Q9135
397295	Q9136
1184910	Q9137
397787	Q9138
269454	Q9139
396603	Q9140
65213	Q9141
397791	Q9142
754472	Q9143
846635	Q9144
674218	Q9145
741049	Q9146
397307	Q9147
200176	Q9148
397309	Q9149
730303	Q9150
396599	Q9151
224421	Q9152
397317	Q9153
580515	Q9154
1187174	Q9155
583377	Q9156
396601	Q9157
59894	Q7788
574194	Q9158
396462	Q9159
65018	Q9160
1192286	Q9161
1275670	Q9162
117139	Q9163
15343	Q9164
397313	Q9165
397294	Q9166
50668	Q9167
397795	Q9168
397308	Q9169
397298	Q9170
755013	Q9171
56239	Q9172
397310	Q9173
397315	Q9174
397788	Q9175
396604	Q9176
66094	Q9177
1178379	Q9178
224691	Q9179
1132320	Q9180
1213146	Q9181
540784	Q7789
1103516	Q9182
80068	Q9183
1060988	Q9184
894174	Q7790
479526	Q9185
1075491	Q9186
44933	Q7791
1192922	Q7792
1250605	Q7793
482856	Q9187
989865	Q9188
482901	Q9189
482727	Q9190
1109790	Q9191
482907	Q9192
482909	Q9193
482789	Q9194
482910	Q9195
482733	Q9196
344607	Q9197
1110219	Q9198
121465	Q9199
483671	Q9200
66879	Q9201
483794	Q9202
483934	Q9203
376704	Q9204
621512	Q7819
74551	Q9205
618690	Q7822
69798	Q9206
71813	Q7867
71809	Q7868
948484	Q9207
1239285	Q9208
1239282	Q9209
1239361	Q9210
1240053	Q9211
1240065	Q9212
1240064	Q9213
1241194	Q9214
1241214	Q9215
1239031	Q9216
1241212	Q9217
1241210	Q9218
1238697	Q9219
1241211	Q9220
1064379	Q9221
849760	Q8862
156296	Q8863
1237878	Q9222
745142	Q9223
1034763	Q9224
1003628	Q9225
388241	Q8864
618682	Q8865
973080	Q8866
367683	Q8867
1051088	Q9226
564287	Q9227
1238715	Q9228
1241456	Q9229
1241448	Q9230
1239840	Q9231
1238696	Q9232
1238699	Q9233
1238639	Q9234
1238638	Q9235
1238637	Q9236
1238636	Q9237
1238623	Q9238
1238621	Q9239
1237874	Q9240
1237817	Q9241
1237883	Q9242
1237809	Q9243
1237808	Q9244
1237892	Q9245
1237803	Q9246
1238617	Q9247
