author,authorname,gender,affs,argitalpenak,year
https://wikibase.inguma.eus/entity/Q10900,Maite Etxaniz,female,,Gregorio Arrueren Santa Jenobebaz beste zerbait,1990
https://wikibase.inguma.eus/entity/Q10931,Jose Antonio Etura Rodriguez,male,,Andoain izeneko tokia Tolosa udalerriko jurisdikziotik berezi eta udalerri izaera eta jurisdikzio zibil eta kriminala  ematen dion asientoa eta errege-zedularen trasladoa,1990
https://wikibase.inguma.eus/entity/Q11033,Patxi Ereño,male,,"Sendoturiko termoplastiko estanpagarriak: konposaketa, eraldaketaren teknolog...",1990
https://wikibase.inguma.eus/entity/Q11354,Juan Inazio De Uria,male,,Egan-en berraurkezpena,1990
https://wikibase.inguma.eus/entity/Q11473,Jose Migel Carrillo,male,,Kapitalismorantzako Trantsizioa zertan den: Brenner-en eztabaida,1990
https://wikibase.inguma.eus/entity/Q11823,Jesus Mari Barrutia,male,,Administrazioen hizkuntz politika euskalduntze-alfabetatzearekiko,1990
https://wikibase.inguma.eus/entity/Q11834,Martin Barriuso Alonso,male,,"Guggenheim, amerikanoak, txapela eta dirua Arrazoia eta nahikundea zientzian: determinismo biologikoa Debekuaren aurka, sustraietatik Klonazioa eta zientziaren mugak Drogen Bakea Etxea: drogen aurkako gerrari alternatibak bilatzen",1990
https://wikibase.inguma.eus/entity/Q12005,Txema Auzmendi Larrarte,male,,Egunkariaren inguruko bizipozak Gotzon Garate Goiarzun gogoan Loiolako Iigoren idazkiak: berauen sorrera eta giroa,1990
https://wikibase.inguma.eus/entity/Q12013,J. Aurtenetxe,,,Higidura zirkularrari buruzko zehazpenak,1990
https://wikibase.inguma.eus/entity/Q12197,Isabel Arrigain Azkona,female,,Lexikoa irakasteari buruzko zenbait ohar Gizarte mozkingarritasuna Erriko jendeentzat osasun legeak eta medikuntzako argibideak Buruxkak,1990
https://wikibase.inguma.eus/entity/Q12224,Nerea Arrillaga,female,,Diagnostikoa eta tratamendua akupunturan Alergia eta akupuntura,1990
https://wikibase.inguma.eus/entity/Q12225,Jabier Arrillaga,male,,Diagnostikoa eta tratamendua akupunturan,1990
https://wikibase.inguma.eus/entity/Q12305,Edu Arnaiz,male,,Entzumena dela eta,1990
https://wikibase.inguma.eus/entity/Q12341,Miren Aristi Ibarguren,female,,Auzi zibil eta kriminaletara inguratzen XVIII. mendearen bukaerako...,1990
https://wikibase.inguma.eus/entity/Q12431,Xabier Aranburu Puente,male,,"Hezkuntzaren historia Euskal Herrian, ikastola : Elbira Zipitriaren biografiarako jakingaiak, ikastola Donostian 1942-1969 urte bitartean Hezkuntzaren historia Euskal Herrian, ikastola: Mara Dolores Goya (Gros-eko Ikastola)",1990
https://wikibase.inguma.eus/entity/Q12439,Sabin Arana Gorostiaga,male,,Robotika industriala Euskal kultura euskararen irakaskuntzan,1990
https://wikibase.inguma.eus/entity/Q12467,Goretti Aranburu Lazkano,female,,Hipertentsioaren protokoloa,1990
https://wikibase.inguma.eus/entity/Q12496,J. A. Aperribai,other gender,,"Araba, Bizkaia eta Gipuzkoako landare katalogoari eranskin eta zuzenketak (II)",1990
https://wikibase.inguma.eus/entity/Q12575,Alberto Amorrortu Amarica,male,,Auzitegietako interpretaritza,1990
https://wikibase.inguma.eus/entity/Q12602,Koldo Alzibar,male,,Loiolako Iazio: tentsioak integratzen maisu,1990
https://wikibase.inguma.eus/entity/Q12603,Jone M. Alzibar Arozena,female,,Lehen mailako asistentzia: oraina eta geroa Osasunaren diagnostikoa Lehen mailako asistentzia sanitarioa,1990
https://wikibase.inguma.eus/entity/Q12631,Joseba Alvarez,male,,Zeltikoen azken aztarnak arriskuan Europako mendebaldean. Independentziak ez du hizkuntz normalkuntza ekarri Euskal Unibertsitatearen sorrera eta garapena (eztabaidarako materialea) UEU-... Instituzioen arteko harremanen euskalduntzea,1990
https://wikibase.inguma.eus/entity/Q12654,Iñigo Altuna Etxeberria,male,,Homeopatia,1990
https://wikibase.inguma.eus/entity/Q12707,Xabier Alegria Loinaz,male,,"Normalizazioaren urrats berriak, Euskararen aldeko herri ihardueraren etorkiz... Administrazioen hizkuntz politika euskalduntze-alfabetatzearekiko",1990
https://wikibase.inguma.eus/entity/Q12723,Pablo Aldai Agirretxe,male,,Gizarteak eragin dituen aldaketak Donostiako Paisaian,1990
https://wikibase.inguma.eus/entity/Q12846,Jose Antonio Agote,male,,Medikuntza /3: pediatria hiztegia /1 Medikuntza /3: pediatria hiztegia /2,1990
https://wikibase.inguma.eus/entity/Q12881,Joseba Andoni Agirretxea,male,,"Joshua Fishman: Hizkuntz politikarako proposamen berri bat. Euskaraz, euskara...",1990
https://wikibase.inguma.eus/entity/Q12882,Sorkunde Agirreburualde,female,,Ezetz ezkondu,1990
https://wikibase.inguma.eus/entity/Q12970,Jose Antonio Abrisketa,male,,Giza genetika,1990
https://wikibase.inguma.eus/entity/Q8027,Txelo Ruiz Vazquez,female,Udako Euskal Unibertsitatea Euskal Herriko Unibertsitatea,Konputagailuaren burmuina gainditu nahian Sistema digitalen diseinu-hastapenak. Oinarrizko kontzeptuak eta adibideak Informatika hiztegia Zirkuitu elektriko eta elektronikoen oinarrizko analisia,1991
https://wikibase.inguma.eus/entity/Q7763,Roberto Soto Valle,male,Euskal Herriko Unibertsitatea,Murgilketako irakaslegoaren mintzairaren azterketa funtzionala eta bere egokipena bigarren hizkuntzako ikaslegoaren konpetentzi mailara Mintzairaren garapen haur euskaldunengan. Ikerlan deskriptibo baten prozedura eta lehengo emaitzak,1991
https://wikibase.inguma.eus/entity/Q7208,Arantza Zatarain Gordoa,female,Euskal Herriko Unibertsitatea,Pitagoras-en zenbaki-hirukoteak bilatzeko bide bat Simpsonen arauak eta beste batzuk,1991
https://wikibase.inguma.eus/entity/Q7478,Arantza Uribe-Etxebarria Flores,female,Euskal Herriko Unibertsitatea,"Gizarte hezitzaileen praktika profesionalaren testuinguru instituzionala Babesgabeko haurtzaroaren esparruan lan egiten duten gizarte hezitzaileen testuinguru profesionala Euskal erbesteratzea, generoa eta hezkuntza: Euzkadi-Venezuela ; ikastola Psikopedagogoaren profil profesionalaren inguruko ekarpenak Haurtzaroaren babesa eta derrigorrezko eskolatzea: Donostiako Udal-eskoletako erreforma XIX. mendearen lehenengo hamarkadetan Haurtzaroaren babesaren instituzionalizatze prozesua hego Euskal Herrian (1900-1930) Haurtzaroaren babesari buruzko ikuspegi historikoa Emakume abertzaleak Nafarroan eta ideologiaren transmisioa: hurbilpen historikoa Cultura infantil y multinacionales Hezkuntzaren historia Euskal Herrian: hurbilpen historiografikoa Educacin de la emancipacin Controversias entre pedagogas",1991
https://wikibase.inguma.eus/entity/Q9735,Arantza Iztueta Azkue,female,Euskal Herriko Unibertsitatea,Informatika eskolan,1991
https://wikibase.inguma.eus/entity/Q7091,Esther Zulaika Ijurko,female,Deustuko Unibertsitatea,"Kode-aldaketaren tipologia euskal gazteen txatetan Adierazgarritasun zantzuak euskal gazteen txatetan ;) Idatziz komunikatu: gazteak eskolan idazten Ioanes Leizarragaren aditza Joanes Leizarraga (1507-1601) Agustin Kardaberaz. Hirugarren Mendeurrena 1703-2003 Juan Mari Lekuona: (1927) Patxi Altuna: (1927) Ikaskuntzak euskal literaturaz (1974-1996): Juan Mari Lekuona Puntua, bi puntu, hiru puntu... Puntuazioa Gipuzkoako gazteen eskola testuetan Aditzoina Ioanes Leizarragagan Euskal aditza XVI. mendean: Ioanes Leizarragaren adizki jokatuen azterketa Gzteak lgnrtn idztn: mintzidatzien antolamendua Agustin Kardaberz. Hirugarren Mendeurrena 1703-2003 Eusqueraren berri onac Haizeak ez eramango! Euskal fonologia: palatizazioa (asimilizazioa eta hots sinbolismoa) Koldo Mitxelena Elissalt, egitasmoa eta egitatea",1991
https://wikibase.inguma.eus/entity/Q9226,Angeles Libano Zumalakarregi,female,Euskal Herriko Unibertsitatea,Onomastika jardunaldiak (1. 1986. Gasteiz),1991
https://wikibase.inguma.eus/entity/Q9212,Ritxi Lizartza Urrestarazu,male,Udako Euskal Unibertsitatea,"Euskal kultura 2004 Emmanuel Inchauspe (1815-1902) Euskal kultura 2003 Euskal kultura 2001 Euskal kultura 1997 Euskal kultura 1999 Euskal kultura 2000 Animalien inauteria Hire magalean 103. gelako gutunak Aita Jose Antxieta (s.j.) dohatua (1534-1597) Non dago basques harbour? Gizon izandako mutila Harrien lauhazka Jon Gurea, Parisen hatzana Las ideas lingsticas vascas en el s. XVI (Zaldibia, Garibay, Poza)",1991
https://wikibase.inguma.eus/entity/Q9977,Joxe Jabier Iñigo Egizurain,male,Udako Euskal Unibertsitatea,"Euskararen kale erabilpena Euskal Herrian: EKBren neurketaren emaitzak Erabilera indartzeko egungo bideak eta gerora begirako gogoetak Bai euskarari akordioa. Iritzi bilketa Zer egin Mari Karmen Garmendiarekin elkar hizketa: ""Euskararen normalkuntzak gizartea... Helduen Euskalduntze Alfabetatzearen herri mugimendua",1991
https://wikibase.inguma.eus/entity/Q10173,Enrique Gutierrez Argandoña,male,Euskal Herriko Unibertsitatea,Ingurune aberastuaren eragina eskizofrenian Euskal Unibertsitatea 2021. Egiten ari garen euskarazko unibertsitatea Garun-edemaren oinarriak. Barrera hematoentzefalikoaren funtzionamendu patolo... Barrera hematoentzefalikoaren oinarri morfofuntzionalak Estereologia eta morfometria Euskal Unibertsitatea Osasun-Zientzien alorrean: arazo espezifikoak orain eta etorkizun-estrategiak Garun odoleztatzearen garapena ikusmen-estimulu gabeko egoeretan,1991
https://wikibase.inguma.eus/entity/Q11365,Mª Angeles De la Caba Collado,female,Euskal Herriko Unibertsitatea,"Adin txikikoen ebaluazio sozio-pertsonala egoera ahul-ahuleko testuinguruetan Esku-hartze eta ebaluazioa guraso eta irakasleen komunikazio-gaitasunen garapenerako, eta beren eragina seme-alaba Hezkuntza sozioafektiboa eskolan Piaget-en ekarpenak Psikologia eta Hezkuntzaren arloan Talde baloreen garapena ikasgelan Ensear valores. Un nuevo enfoque Problemas sociales y trabajo social Educacin familiar. Nuevas relaciones humanas y humanizadoras Educar y convivir en la cultura global Hezkuntza-ikerkuntzarako hiztegia Piaget antes de ser Piaget Intervenciones socioeducativas en el medio familiar Psicologa de la Educacin Sociopersonal Evaluacin y tratamiento psicopedaggicos Orgenes y desarrollo de la orientacin psicopedaggica Evaluacin y tratamiento psicopedaggico Psicologa de la educacin sociopersonal Manual de dificultades de aprendizaje Hijos hiperactivos Como mantener la disciplina Intervencin educativa y diagnstico psicopedaggico",1991
https://wikibase.inguma.eus/entity/Q11366,M. Carmen De las Cuevas Hevia,female,Euskal Herriko Unibertsitatea,Haur depresioaren detekzioa eskola-testuinguruan Practicum behaketarako tresna Donostiako Orfeoia eta euskal konpositoreak Infancia y educacin artstica,1991
https://wikibase.inguma.eus/entity/Q11568,Felipe Blanco Ibarra,male,Euskal Herriko Unibertsitatea,Enpresen biziraupenerako oinarri bat: kostu estandarren eredua Kontabilitate analitikoak enpresasn erabakiak hartzeko balio du,1991
https://wikibase.inguma.eus/entity/Q11400,Jose Ramon Cruz Mundet,male,Beste Unibertsitatea,Gure artxiboko beste dokumentu bat euskaraz Bi guttun aurkitu nituen parte sorta batean,1991
https://wikibase.inguma.eus/entity/Q10380,Imanol Goikoetxea Lopez,male,Deustuko Unibertsitatea,"Geografia, geografoak eta lurraldeak",1991
https://wikibase.inguma.eus/entity/Q11748,Xanti Begiristain Madotz,male,Udako Euskal Unibertsitatea,"Gizona, gizona, gizona. Gizonak, gizonak, gizonak.",1991
https://wikibase.inguma.eus/entity/Q11526,Joseba Butron Jauregi,male,Euskaltzaindia,"Berbak hariz josten Mikel Zarate: (1933-1979) Ortografi gomendio batzuei buruzko gogoeta Euskara, gabeziak gabezia, XXI. mendean abiatua",1991
https://wikibase.inguma.eus/entity/Q11789,Juan Ramon Bastarrika Larrauri,male,Nafarroako Unibertsitate Publikoa,LISP programazio-lengoaia,1991
https://wikibase.inguma.eus/entity/Q10563,Jesus Garay Hinojal,male,Euskal Herriko Unibertsitatea,Euskararen jabekuntza: hizkuntzaurrea,1991
https://wikibase.inguma.eus/entity/Q10565,Marisa Garaigordobil Zumarraga,female,Euskal Herriko Unibertsitatea,Euskararen jabekuntza: hizkuntzaurrea Lengua para todos en Secundaria,1991
https://wikibase.inguma.eus/entity/Q9478,Joan Mari Larrarte Telletxea,male,Enpresa Pribatua,"Osotasunean landu ezean, herren EUSKARA ARI DU. Baietz Hernanik! Ekimenaren nondik norakoa eta emaitzak XXI. mendeko akordioa: Bai Euskarari kanpaina. Iritzi bilketa Alfabetatzea: metodologiaren inguruan Euskalgintza auzitan? Kulturatik ere, Euskal Herria helburu EKT: Etorkizuneko komunikazio taldearen oinarri sendoa",1991
https://wikibase.inguma.eus/entity/Q11671,Aingeru Berginces Jausoro,male,Ikertzaile Independentea,Trikitixa eskusoinu diatonikoa,1991
https://wikibase.inguma.eus/entity/Q10831,Gillermo Etxeberria Ugalde,male,Euskal Herriko Unibertsitatea,"Euskararen unibertsoa. Jardunaldiak Aita Polikarpo Iraizozkoari omenaldia Doluminez Jose Antonio Zabala gogoan D. Nemesio Etxaniz eta Ikastolak (Karmele Esnalekin solasean) II.- Orixeren neurtitz eta ikasketak eta teoria Antoine DAbbadieren (1897-1997) omenezko nazioarteko biltzarra Euskadi Literatur Sariak Unibertsitateak pauso berri bat eman du euskararen sustapenean Dirulaguntzak euskal prentsari Frankforteko azokan euskal idazleak I.- Orixeren neurtitz ikasketak eta teoria EGAN-50 urte Liburua eta gazteak Atxaga Baionan ""Orixe""ren neurtitz eta melodi-unitateak L.M. MUJIKA. ""Loitzu Herrian uda-partean"" Euskalkien trataera Iparraldeko ikastoletan Nire eskua zurean Bidean ihes Penses, tudes eta voyages de 1835 (1); Recueil de textes, etnographiqu... Euskal kuttura eta literatura 50eko hamarkadan Aita Patxi Etxeberria (Andoain 1900-1989) EGAN 1992-2017. 25 urteko ibilbidea Eugenio Arozena Orixeren metrikaz: zehazketa deskriptiboak Kantutegiak Asteasuko kantu bitxi bat Joxe Artetxe (Azpeitia 1906-Donostia 1931) Juan San Martin (1922-2005) JP Arbelbideren Loretegia (I) Joxe Mari Satrustegi (1930-1903) G.B. SANTA (y) AGEDA (y) AGEDA. Bihar da Santa (y) Ageda otsailak 5 Azpeitian zer? Joxemi Zumalabe (1950-1993) EGAN literatur aldizkari berrituaren aurkezpena Xabier Kintana, euskaltzain oso Euskaltzain ohorezko bost euskaltzain oso berri Bost kazetari sarituak Eusebio Erkiaga (1912-1993) Antonio M  Labaien EUSKADI sariak Manex Erdozaintzi-Etxart-i omenaldia 75 urte Euskaltzaindiak Irutxulok urteurrena Patxi Goenaga, euskaltzain oso Klaudio Harluxet Fundazioa Gotzon Garateren atsotitz bilduma Euskal Idazleen Elkartearen batzarra Zestoan Ahozkotasunari buruzko ikastaroa udan Klasikoak bildumaren ale berriak Aita Xanti Onaindia (1909-1986) Jose Ariztimuo ""Aitzol"" Koldobika Jauregi ""Jaurtakol"" Jose Ignacio de Arana, S. J. (1838-1896) Euskalgintza Elkarlanean Fundazioa Idazleen Elkarteko epe berria Kritika saria Juan Ramon Madariaga eta Juan Luis Zabalak Euskaltzain oso",1991
https://wikibase.inguma.eus/entity/Q8598,Segundo Oar-Arteta,male,Labayru Ikastegia,Zaar-Barri Doniane kargea eta San Juan sua,1991
https://wikibase.inguma.eus/entity/Q8410,Marisabel Orueta Coria,female,Euskal Herriko Unibertsitatea,Estatistika deskribatzailea Excel-en bidez Estatistika sarrera Enpresarako matematika I Estatistika-ariketak,1991
https://wikibase.inguma.eus/entity/Q8465,Jose Ramon Orcasitas Garcia,male,Euskal Herriko Unibertsitatea,Accin socioeducativa. Modelos/ Mtodos/ Tcnicas Estudio de la motivacin humana Eskola egiten LOCEren ondoren. Erronka profesional batzuk,1991
https://wikibase.inguma.eus/entity/Q8505,Maria Angeles Olazabal Dueñas,female,Euskal Herriko Unibertsitatea,Denborazko serieen analisia neurketa potentziometrikoetan,1991
https://wikibase.inguma.eus/entity/Q8702,Begoña Munarriz Irañeta,female,Euskal Herriko Unibertsitatea,"La investigacin accin en la escuela Evaluacin: un enfoque sistemtico Evaluar es reflexionar sobre la enseanza Euskal Autonomia Erkidegoko ikastetxeen kanpo ebaluazioa Zeharkako gaien integraziorako esperientzia bat kultur aniztasunaren ikuspegitik (neska eta mutil saharauientzako donostiako gida) Beharren ebaluazioaren eragina hizkuntza prozesuan Komunikazioa eta irudikapena: gaztelaniaren irakaskuntza euskara-gaztelania irakaskuntza elebidunean gaztelania bigarren (2h) denean Irakasleak, ikasgelan ikertzaile",1991
https://wikibase.inguma.eus/entity/Q11074,Kristina Elosegi Aduriz,female,Euskal Herriko Unibertsitatea,"Lexikoaren garapena haur elebidun baten hizkuntz jabekuntza prozesoan Irakasle hasiberriaren esperientzia Kasu eta preposizioen jabekuntza-garapena haur elebidun batengan PREST: Unibertsitateko komunikazio-gaitasunen eskuliburua Kasuak eta preposizioak jabekuntza elebidunean: bi sistema, bi gramatika",1991
https://wikibase.inguma.eus/entity/Q8459,Sabin Oregi Zarautz,male,Enpresa Pribatua,Bideoa irakaskuntzan Euskal Herriko ikasbidearen oinarriak eta aldaketak Pedagogia da autonomia Euskarazko herri prentsa. Banaketa eta finantzaketara hurbilpena Euskal prentsaren sorrera eta garapena (1834-1939),1991
https://wikibase.inguma.eus/entity/Q10668,Matilde Fontecha Miranda,female,Euskal Herriko Unibertsitatea,"Educacin fsica, movimiento y curriculum",1991
https://wikibase.inguma.eus/entity/Q9504,Patxi Larrion Galdeano,male,Udako Euskal Unibertsitatea,"Oihenart, Moret eta hirugarren gizona. Nafarroako Konkista literaturan Txema Monterorekin aldaketa giroan. Europako aldaketak eta sozialismo erreala Patxi Zabaleta, Nafarroako abertzaletasunaz Jean Louis Davant, azken 30 urteetako historiaz Joxe Azurmendi, pentsamenduaren indarra Xan Koskarat, Biltzarraren eskakizuna Miguel Castells, abokatu baten testigantzak Julen Madariaga, historiko baten kezkak German Kortabarria, krisiari egokitu beharra Eduardo Gil Bera, pentsamenduaz honatago Adolfo Araiz: Herri eraikuntza helburu Navarra, 1512-1530. Conquista, ocupacin y sometimiento militar, civil y eclesistico Nacionalismo en Navarra durante la Segunda Rpublica (1931-1936) Movimiento obrero en Navarra (1967-1977). Organizacin y conflictividad Nafarroaren industrializazioa Coca-Cola bat zurekin (Beat Sarasola Santamara. Zarautz: Susa, 2024)",1991
https://wikibase.inguma.eus/entity/Q8908,Kontxi Medrano Samaniego,female,Euskal Herriko Unibertsitatea,"Donostiako Unibertsitate Eskola Politeknikoko ikasleen ahalmen espazialaren azterketa: neurria eta estrategiak Psikopedagogoaren profil profesionalaren inguruko ekarpenak Heziketa bereziaren inguruko legediaren garapena Euskal Autonomi Erkidegoan Zeharkako gaien integraziorako esperientzia bat kultur aniztasunaren ikuspegitik (neska eta mutil saharauientzako donostiako gida) Sexuen araberako ezberdintasunak garapen etiko-moralean (Euskal Herrian burututako ikerketa bat) Komunikazioa eta irudikapena: gaztelaniaren irakaskuntza euskara-gaztelania irakaskuntza elebidunean gaztelania bigarren (2h) denean Kultur-elkartasuna eta balioekiko hezkuntza Ikaskideen arteko harremanak: sozioezagupenezko gatazka, elkarkidetzazko ikasketa modua eta adinkideen arteko tutoretza El psicosociologo en la clase",1991
https://wikibase.inguma.eus/entity/Q12876,Mikel Agirreazkuenaga Zigorraga,male,Euskal Herriko Unibertsitatea,Euskal alegigintza Alegiak eta Esopo,1991
https://wikibase.inguma.eus/entity/Q11941,Begoña Azpiri Eguren,female,Administrazio Publikoa,"""Caleco biarguiac basarricueri elesiuen gaian"" edo eguneroko kontuak euskaraz eman ezian gezurtatzen duen testua",1991
https://wikibase.inguma.eus/entity/Q4683,Fernando Fantova Azcoaga,male,,Programen ebaluziorako hastapenak,1991
https://wikibase.inguma.eus/entity/Q6421,Jose Vicente Zarrabeitia,male,,"Raigrasa, daktiloa eta festuka gure zelaietako hiru gramineak",1991
https://wikibase.inguma.eus/entity/Q6422,Maite Rodriguez Juliá,female,,"Raigrasa, daktiloa eta festuka gure zelaietako hiru gramineak",1991
https://wikibase.inguma.eus/entity/Q6423,Carmen Bastida Loinaz,female,,"Raigrasa, daktiloa eta festuka gure zelaietako hiru gramineak",1991
https://wikibase.inguma.eus/entity/Q7074,Bittor Zuñiga,male,,Mintzairaren garapen haur euskaldunengan. Ikerlan deskriptibo baten prozedura eta lehengo emaitzak,1991
https://wikibase.inguma.eus/entity/Q7338,N. Viana,,,Idazlea eskolan,1991
https://wikibase.inguma.eus/entity/Q7603,Arantxa Ugartetxea Arrieta,female,,"Ikasle-irakasle elkarrekin Zergatik eta zertarako Freireren alfabetatze metodoa Paulo Freire helduen alfabetatzea Paulo Freireren omenez Pedagogia da autonomia Keinu pedagogikoa ""Gernika Kutun"" Sao Paulo-ko euskal etxea",1991
https://wikibase.inguma.eus/entity/Q7928,Elena San Martin,female,,Giro Urbanoko gazteak eta euskara,1991
https://wikibase.inguma.eus/entity/Q7949,Patxi Salaberri,male,,"Euskal Herria Antzinate Berantiarrarrean eta Lehen Ertaroan, Materiale eta agiriak Cmo se estudia. La organizacin del trabajo intelectual Elebitasuna eta hizkuntz jabekuntza, A.E.S.L.A.-ren IX Kongresu nazionalaren aktak Mecanismes del poder: escrits de sociolingstica",1991
https://wikibase.inguma.eus/entity/Q8145,Goio Ramos Villanueva,male,,Objektu zuzenaren genitibatze. Teorizatze saiakera eta literatur adibideak Erdal interferentziak eremu ez-euskaldunetan. Adibide praktiko bat: Basauriko Ariz Ikastola,1991
https://wikibase.inguma.eus/entity/Q8268,Kepa Perez Urraza,male,,"Ingurune hurbileko curriculum soziohistorikoa. Zeberio Harana (1567-1967) Paulo Iztueta euskal pentsamendauren eraikitzaile Ingurune hurbileko curriculum soziohistorikoa: Zeberio harana (1567-1967) Zeberioko Matxurrena baserrian aurkituriko dokumentazio historikoa. Protokolo notarialen metodologiarako ekarpen didaktikoa Zeberio haraneko ermiten zehar ibilaldi historiko-didaktikoa Hezkuntza ondarearekiko hurbilketa Derrigorrezko Bigarren Hezkuntza eta Herri Txikien Iraupena Euskal hezkuntza museoari buruzko ekarpenak Hizkuntza, hezkuntza eta elebiduntasuna Euskal Eskola Publikoaren lege-proiektutik Euskal Eskola berrira: Acuerdo Poltico para el Pacto Escolar (APPE) dokumentua aztergai Trikitixa eskusoinu diatonikoa",1991
https://wikibase.inguma.eus/entity/Q8278,Julian Peña Suarez,male,,Pedagoga ambiental,1991
https://wikibase.inguma.eus/entity/Q8439,J. Manuel Ormazabal Galartza,male,,"Euskalkia eta administrazinoa Txirrindularitza: kirol hiztegiak Lino Akesolo Unai Iturriaga, bertsolaria eta gaztea Batua, euskalkien osatu, indartu eta joritu beharrekoa Tanzaniako Tribuak (I)",1991
https://wikibase.inguma.eus/entity/Q8699,Miguel Angel Muñagorri Etxabe,male,,Euskal Autonomia-Elkarteko 1-2500 eskalako maparen toponimia-antolaketa,1991
https://wikibase.inguma.eus/entity/Q8743,J. M. Mues,male,,"La identidad en Psicologa de la Educacin. Necesidad, utilidad y lmites Planificacin de la docencia en la universidad. Elaboracin de las Guas Docentes de las Materias Evaluacin formativa y comparativa en Educacin Superior. Propuestas, tcnicas, instrumentos y experiencias Desarrollo del portafolios para el aprendizaje y la evaluacin Mas all de la inteligencia emocional. Las cinco dimensiones de la mente Metodologa participativca en la Enseanza Universitaria Psicologa de la adolescencia Aprender y formar en Internet Cultura clsica en las reas curriculares y en los temas transversales Conductas de acoso y amenaza entre los escolares Globalizacin e interdisciplinariedad: el curriculum integrado La educacin bsica de adultos",1991
https://wikibase.inguma.eus/entity/Q8785,Txema Montero,male,,Txema Monterorekin aldaketa giroan. Europako aldaketak eta sozialismo erreala,1991
https://wikibase.inguma.eus/entity/Q8553,Xabier Olaberri,male,,"Xabier Olaberri: ""Inork ez nora doan""",1991
https://wikibase.inguma.eus/entity/Q8584,Ximun Odriozola,male,,Azalgorridunak jatorrizko ipar amerikarren azkeneak Ipuiak,1991
https://wikibase.inguma.eus/entity/Q8624,R. Navarro,,,Idazlea eskolan,1991
https://wikibase.inguma.eus/entity/Q8961,G. Martinez Azkuenaga,,,Idazlea eskolan,1991
https://wikibase.inguma.eus/entity/Q8968,D. Martinez Busteros,,,"Haurtzaroko linfomak Waldestrm-en makroglobulinemia: ezaugarri klinikoak, biziraupena eta faktore pronostikoak",1991
https://wikibase.inguma.eus/entity/Q9005,Mª Eugenia Markaida,female,,"Ahozko literatura: genero txikiak ""Jaun Zuriano"" baladaren eredu berria eta azterketa Umeen hizkuntza eta lexikoa",1991
https://wikibase.inguma.eus/entity/Q9021,J. Marin,,,"Haurtzaroko linfomak Waldestrm-en makroglobulinemia: ezaugarri klinikoak, biziraupena eta faktore pronostikoak",1991
https://wikibase.inguma.eus/entity/Q9063,Agurtzane Mallona,female,,Azalpenak eta beste: 1932,1991
https://wikibase.inguma.eus/entity/Q9099,Juan Ramon Madariaga Abaitua,male,,Arrats beran Sarrionandia estreineko aldiz Ibiltzea niretzat batez ere galtzea da,1991
https://wikibase.inguma.eus/entity/Q9146,Sagrario Lopez,female,,"Klase sozialen agerpena eta emakumearen egoera Villalobosen pentsaeraren azterketa, bide propio eta iraultzaile baten bilaketan",1991
https://wikibase.inguma.eus/entity/Q9229,Marije Lezeta,female,,Giro Urbanoko gazteak eta euskara,1991
https://wikibase.inguma.eus/entity/Q9351,L. Lazkano,,,Idazlea eskolan,1991
https://wikibase.inguma.eus/entity/Q9386,R. Lasa,,,Haurtzaroko linfomak,1991
https://wikibase.inguma.eus/entity/Q9443,Mikel Larraz,male,,"Bere suteak harrapatu duen piromanoa Hauteskunde europarrak, alegrantzia batzuk Europa geldoan Alonsotegi, 19 urte, M. Orejak gogoan ez dituen biktimak Bideozaintza Atutxaren voyeurismoa asetzeko Galindoren destinoa Milovan Djilas, ""Honek ez du funtzionatzen"", aitortzen ausartu zen komunista GAL berdea ikusmiran Iigo Iruin, Lasa eta Zabala sendien abokatua: ""Badut konfidantza Joxi eta Jo... GAL, orainak erakusten du lehena nola dantzatu Ertzaintzaren zoko ilunak 1991ko Zentsua eta Errolda, Leviathanen jakimina Pax americana Galduta dabil PSOEko gobernua Emilio Lopez Adan, Beltza: ""Sozialdemokraziak, bere espezifizitateak galdu ditu"" Nazionalismoaren mamua dabil Espainian zehar 903: Telefonicarena da plazerra Bake/prentsa konferentzia Corcuera, gaitza ez sintoma da Geroaren gakoak Pertur kasua: hiltzat eman behar al da jakinahaia ere? J. Salutregi, Egineko zuzendaria Jonan Fernandez, Elkarri",1991
https://wikibase.inguma.eus/entity/Q9450,Ramiro Larrañaga,male,,"Nere erriko euskera: ""Flexiones verbales y lexicn del euskera dialectal...",1991
https://wikibase.inguma.eus/entity/Q9458,Miren G. Larrinaga Urzelai,female,,Ea nork ezagutzen duen ondoen su-koloreko ilea zuen emakumea! Katea 3 aurrera 3 atzera Bingoa Agintzekotan... agindu ondo! Hasi eta kitto,1991
https://wikibase.inguma.eus/entity/Q9681,Agurtzane Juanena Alustiza,female,,Biblioteka Nazionalaren ametsa XXI. mendean Biblioteka Nazionala Euskal Herriarentzat Hizkuntz sexismoa eta euskara Gabriel Celayarengana hurbiltzeko Euskal liburutegi nazionalaz Emakumezkoa Gabriel Celayaren obran,1991
https://wikibase.inguma.eus/entity/Q9747,Idoia Izagirre,female,,Bizia garratza da...,1991
https://wikibase.inguma.eus/entity/Q9753,Antton Izagirre,male,,"Ikastolen etorkizunaz, ikastolen mugimendua erronka berrien aurrean Ikastoletaz badago zer esanik",1991
https://wikibase.inguma.eus/entity/Q9845,Jose Irizar,male,,Ordenagailua eta Giza Zientziak,1991
