author,authorname,gender,affs,argitalpenak,year
https://wikibase.inguma.eus/entity/Q10460,Demetrio Garmendia,male,,Arantzazu,1969
https://wikibase.inguma.eus/entity/Q11296,Janbattitt Dirassar,male,,Iparraldean nola ohartu ginen euskara batuari Eskual Herria Frantziarekin hartuemanetan Emile Larreren hilberria (1926-2015),1969
https://wikibase.inguma.eus/entity/Q10897,Nemesio Etxaniz Aranbarri,male,,Salbatore saiolari,1970
https://wikibase.inguma.eus/entity/Q7241,Federico Zabala Altzibar-Jauregi,male,,Euskal Herriaren historia W.V.O. Quine-ren filosofiaren semantika zientifikoaz,1971
https://wikibase.inguma.eus/entity/Q12794,Iñaki Aizpurua Zufiria,male,Euskal Herriko Unibertsitatea,Geroko irakasleak eta sexualitatea Ikastolen historiarako ikusbide bat (1960-1972) Irakaslegoaren ondoeza Gipuzkoan,1972
https://wikibase.inguma.eus/entity/Q7416,Joseba Urrutia,male,,Hizkuntzbitasuna legedi positibuetan Gure ikastola,1972
https://wikibase.inguma.eus/entity/Q10047,Joxe A. Ibarbia,male,,Paul Tillich eta beronen pentsabidea,1972
https://wikibase.inguma.eus/entity/Q10161,Luis Haranburu Altuna,male,,"Gure ikastola In memoriam Miguel Azaola Gure Gauzak S.A. Euskal Herriko erakunde estatalak Ikastola, geroaren habe",1972
https://wikibase.inguma.eus/entity/Q10504,Felix Garitano,male,,Ikastolako erlijio arazoaz Gure ikastola,1972
https://wikibase.inguma.eus/entity/Q12532,Joan Ansa,male,,Gure ikastola Ikastolak eta Espainiako irakaskintza legea,1972
https://wikibase.inguma.eus/entity/Q12676,Arantxa Allur,female,,Ikastolak eta irakasleak,1972
https://wikibase.inguma.eus/entity/Q12953,Jose Antonio Aduriz Zabala,male,,"Zalantzazko hainbat puntu morfosintaktiko LEF batzordearen proposamena Euskaltzaindiari Hiztegi batua, lanketa-eta onespen prozedurak Hiztegi batuaren datu-base lexikografikoa Marxismoaz mahaingurua Euskal nekazaritzaren etorkizuna Asisko Frantzisko: idazkiak, biografiak eta garaiko dokumentuak. Asisko Klara: idazkiak Hizkuntzabitasuna, gizartea, pertsona",1972
https://wikibase.inguma.eus/entity/Q9359,Beñat Laxague,male,,Israelgo elkarteak Koperatibak,1973
https://wikibase.inguma.eus/entity/Q9483,Angel Larrainaga,male,,Koperatibak Mondragoeko koperatiba entsegua,1973
https://wikibase.inguma.eus/entity/Q10568,Roman Garate,male,,"Etika sarrera: ez-ta-bai-dan Etika eta askatasuna Lanaren antropologia (1. atala) Lanaren antropologia (2. atala) Nietzscheren inguruan: gizakia (duintasuna)-Jaungoikoa Oroimena: herria, arkaikoa, historia Gizakia maitagogoa da",1973
https://wikibase.inguma.eus/entity/Q10867,Martin Etxeberria Zuloaga,male,,Euskaldunen ipuin harrigarriak Euskal ipuin harrigarriak Euskara-irakaslearen eskuliburua,1973
https://wikibase.inguma.eus/entity/Q10882,Itziar Etxegia Lizaso,female,,Pilota: kirol hiztegiak Axularekin ikasle,1973
https://wikibase.inguma.eus/entity/Q11624,Xarles Videgain Castet,male,Paueko eta Aturrialdeko Unibertsitatea IKER ikerketa-zentroa,"Herrien laburdurak Errienten zerrenda Herrien zerrenda alfabetikoa Sacaze adizkitegia Sacaze hiztegia Bildumako euskal testuak Aitzin-Solasa [SACAZE bildumako euskal testuak (1887)] Othoi ato etchera. Le Dauphin itsasontziko euskarazko gutunak (1757). 2. Atala. Izendegia Othoi ato etchera. Le Dauphin itsasontziko euskarazko gutunak (1757). 2. Atala. Adizkitegia Othoi ato etchera. Le Dauphin itsasontziko euskarazko gutunak (1757). 2. Atala. Hiztegia Le Dauphin : euskarazko gutunak (1757) Euskalkien sailkapen berria Euskararen Herri Hizkeren Atlasa X Euskararen Herri Hizkeren Atlasa IX Euskararen Herri Hizkeren Atlasa VIII Euskararen Herri Hizkeren Atlasa VII Othoi ato etchera. Le Dauphin itsasontziko euskarazko gutunak (1757). 2. Atala. Edizioaren aurkezpena Othoi ato etchera: Aitzin-solasa Euskararen herri hizkeren atlasa VI W. Webster idazle zenaren euskal ipuiak Euskararen herri hizkeren atlasa V Euskararen herri hizkeren atlasa IV Euskararen herri hizkeren atlasa III Euskaltzaindian sartze-mintzaldia: Baionan Haur prodigoaren parabola Ipar Euskal Herriko 150 bertsioetan Nazioarteko Bialektologia Biltzarra. Agiriak ""Pintatu"" (Etxepare 1545): ""edan""? ""Bourciez"" bildumako euskal atlasa (BBEA): 2. Gramatika ""Bourciez"" bildumako euskal atlasa (BBEA): 1. Lexikoa Ohar lexikografikoak P. Urkizuren bertso zahar eta berri zenbaiten bilduma (1798)-z Euskararen egoera Baionako Unibertsitatean (Xarles Bidegaini elkarrizketa) Atsotitzak Oihenarten ildotik Joaes Castet-en Kantu Kahierra (Oztibarre, 1936) Euskal Herriko hizkuntz atlasgintza 1987an Tripot, Lehatxun, ez adiorik: euskal atlasaren informatizatzeko bidean epant... Euskal Herriko Hizkuntz Atlasa Euskalkiak eta batua erakaskuntzan Iparraldean behinbetiko testua Mitxelenaz eta dialektologiaz Euskal Herriko hizkuntz atlasari buruzko zertzelada batzu Euskara Baiona-Angelu-Miarritzeko fakultatean Le Dauphin ontziaren euskarazko gutuneriaz (Baiona, 1757) Euskararen Herri Hizkeren Atlasaren geroaz Hizkuntza-distantziaren eta distantzia geografikoaren arteko korrelazioa Euskaltzaindiak Euskal Herriko Garapen Kontseiluari Hizkeren sailkapen berria Euskalkien sailkapen zientifikoa: lexikoa (2) 'Epouvantail'/'Espantapjaros' euskaraz: motibazioak bateratuz Euskalkien sailkapen zientifikoa: Lexikoa Euskararen bariazio geo-morfologiaren azterketa Lehen kolpearen teoria eta EHHA ""Le Dauphin"" itsasontziko euskarazko gutunak (1757): lehen hurbilketa Lexiaren inguruan Euskal Herriko atlas linguistikoaren inkestagintzan Biltzarraren kronika Umerik gabeko kabalearen izendapenaz: antzutik mandora Lexikoaren bilketaren baldintza zenbait Oihenarten atsotitzak eta gaurko fraseologia Oztibarren Alokutiboa Lopez-engan - (1782) Le rcit mythologique en Haute-Bigorre Euskal Herriko hizkuntz atlasa Euskalkien sailkapen berria dela eta",1974
https://wikibase.inguma.eus/entity/Q6396,Joxemi Zumalabe Mendiburu,male,,Etxegintza eta arkitekturako hiztegiaren gertuketa,1974
https://wikibase.inguma.eus/entity/Q7268,Pello M. Zabaleta Kortaberria,male,,"Kultura eta fedea Pailazo baten aburuak (Jose Antonio Azpirozen omenez) Heinrich Bll, ezetz esaten zekiena Rosalia de Castrok ez zuen merezi edo omen-aldiak ote-aldi bihurtzen direnekoa Itzulpena saritu asmotan Itzultzaileen eta itzulpenen babes juridikoaz Itzultzaileentzako laguntzak? Pello Zabaletarekin solasean Poesia itzuli (iradokizun txikiak) Piarres Duny-Petr Euskal kultura 1998 Uste, jakin, sinetsi Nazio-arazoa Ukranian",1974
https://wikibase.inguma.eus/entity/Q7800,Jaxinto F. Setien,male,,Kirola 1: futbola Haurraren mintzaira berezia eta euskara Gordailu eta euskal pedagogia,1974
https://wikibase.inguma.eus/entity/Q9222,J. I. Linazasoro,other gender,,"Lur eta gizon, Euskal Herria Lanerako deia. Ingurugiroa eta kutsadurak euskalerriko arazo latzak Euskal Herriko arkitektura",1974
https://wikibase.inguma.eus/entity/Q10243,Juan Gorostiaga Bilbao,male,,J. Gorostiagaren erantzun hitzaldia Nazario Oleaga euskaltzain zenaren oroimenez,1974
https://wikibase.inguma.eus/entity/Q11030,E. Erguin,,,Hidroelektrikolak,1974
https://wikibase.inguma.eus/entity/Q11058,Kepa Enbeita Ealo,male,,Euskal nekazaritzaren etorkizuna Kepa Enbeitari elkarrizketa Urkabuztaizko toki-izenak,1974
https://wikibase.inguma.eus/entity/Q11187,Joxemari Eizagirre-Garaikoa,male,,"Lur eta gizon, Euskal Herria Euskal lege zaharra",1974
https://wikibase.inguma.eus/entity/Q11672,Iñaki Bereziartua,male,,"Kultura eta fedea Fedea, eginkizun",1974
https://wikibase.inguma.eus/entity/Q9819,Jacinto Iturbe Barrenetxea,male,Euskal Herriko Unibertsitatea,"Aita Anakleto de Salazarren 100. Urtebetetzean jarritako bertsoak (1911) Amets bikoitza. Euskara zientifikotzea eta zientzia euskaratzea. Zientzia eta Teknologia Fakultatearen historia euskalduna ""Aurtengo urtea"": Paulo Zamarriparen bertso-sorta baten bi bertsio Jose Manuel Etxeitaren euskal idatzi (ia) ezezagun batzuk Jose Maria Ampuero ren Ne z cazariyen Cartillachua Bizcaico Eusqueran : Bigarren edizio ezezaguna Hiztegiko hitzekin jolasten Zientziako berbak: kopernizioa eta elementu kimiko berrien izenak Jon Izurrategiren Idazki-ereduak Atomo bakarren detektorearen aplikazio estatistikoak: fluktuazioak eta hipotesi ergodikoa Berbak hariz josten Zientzia eta teknikarako euskara: zenbait hizkuntza-baliabide (II. argitalpena) Kimika Ekologia III Mendebaldeko berbetearen formalizazioa Fisika hiztegia /1 Fisika hiztegia /2 Kimika hiztegia /3 Kimika hiztegia /4 Kimika hiztegia /1 Kimika hiztegia /2 Zientzia eta Teknikarako euskara: zenbait hizkuntza baliabide Hizkuntza/hezkuntza jardun/ihardunaldiak Kimikako problemak Kimika Orokorra I Kimika irakaskuntzan Kimika Orokorra II Airearen poluzioaren aspektu kimiko-fisikoak Kolorea MikeI Urreta Etxebeste: Leize-zuloak (1918) Oinarrizko eragiketa matematikoen hitzezko adierazpidea Ikur eta zeinu bidezko adierazpen matematikoen irakurbideaz Euskararen garabideak liburuaren inguruan: euskararen garabideak Ikur eta zeinu bidezko adierazpen matematiko-fisikoen irakurbideaz Kimikaren irakaskuntza. Hurbiltze baten bila (eta IV). Azterketa eta ebaluatz... Kimikaren irakaskuntza. Hurbiltze baten bila Elektroi askeen laserra: gainikuspena Detergente berrien lorketa makromolekulak erabiliz Xaboiak eta detergenteak Monomero binilikoen fotopolimerizazioa: N-binil karbazolaren kasua Lewis-en egiturak idazteko metodo sistematikoa Laserra: argi berri baten 25. urteurrena (II): laser-argiaren ezaugarriak Laserra: argi berri baten 25. urteurrena Fluktuazio molekularrak: Poisson-en distribuzioaren egiaztapena Zientziaren egoera XVIII. mendearen azken urteetan Kimikaren irakaskuntza. Hurbiltze baten bila (III). Kimikaren irakaskuntzarak... Laser oinharri teorikoa eta aplikapenak Kimikaren irakaskuntza Kimia. Hirurogei urte eta gero Euskara Euskal Herriko Unibertsitatean Elementu kimikoen izenen formak hainbat hiztegitan eta gaur eguneko forma kanonikoak Hiztegia: zer eskatu behar zaio? Zientzietako hizkeraren erabilmenduan, hamar mandamendu betekizun Metaleen ekodinamika Mendebaldeko euskal deklinabide idatzirako proposamena Udako Euskal Unibertsitatea euskal kulturgintzan. Hasierako urteak 1973-1984 Kimika hiztegia Sufrea Petrolioa Kimika fisikoa Formulazioa eta nomenklatura Atomoa Biokimika Ikur eta zeinu bidezko adierazpen matematikoen irakurbiderako hiru arau nagusi Hizkuntza-hezkuntza jardun-ihardunaldiak Euskal Herriko bi kulturak",1975
https://wikibase.inguma.eus/entity/Q8717,Jesus Mari Mujika Arakistain,male,Deustuko Unibertsitatea,"Marx eta Jesus Europan COVID-19a: gizalegearen arrasto bila. Jarrerak, galderak eta kezkak Max Horkheimer erlijio arazoaren aurrean Hitzaurre gisara, erlijio kritikaren krisia Erlijioa eskolan",1975
https://wikibase.inguma.eus/entity/Q7719,J. M. Teijón,other gender,,Isotaktik Polibuteno-1/ Ziklohexano/ n-Propanol sistema hirukoitzaren kimik-f...,1975
https://wikibase.inguma.eus/entity/Q8122,Jose Maria Rementeria,male,,"Euskal ""Kristau Ikasbideen"" historia laburra Juan Antonio Moguel eta Urquizaren bizitzako zehaztasun batzuk Frai Bartolome, XIX. mendeko elizearen katekesi ekintzan Euskerazko dotrinak. Kristau katekesia Trentoko Kontziliotik Vatikanoko II. Kontziliora (1545-1962). I. Bizkaieraz",1975
https://wikibase.inguma.eus/entity/Q9398,Mikel Lasa Altuna,male,,"Euskaltzaindiaren epe luzerako eta epe laburrerako planaz: proposamena Escher-en kurpil zoroak eta obabako musker enigmatikoak Xafla ebaki-aurreko algoritmo bat Informatikaren hiztegi laburra Euskal Herriko irakaskuntza elebiduna antolatzeko oinharrizko ideia batzu Rikardo, kultur animatzailearen eredu Ikastolen politika linguistikoaren analisi kritikoa",1975
https://wikibase.inguma.eus/entity/Q9453,Gillermo Larrañaga Aspiazu,male,,Monod eta Grass. Halabeharra eta finalitatea,1975
https://wikibase.inguma.eus/entity/Q9489,Sabin Larrea,male,,"Ekonomia hiztegia Gizartean: ekonomiaz, ekologiaz Nazioarteko ekonomia Arrantza munduan",1975
https://wikibase.inguma.eus/entity/Q10255,Ramon Gorostidi Zelaia,male,,"Ekonomia hiztegia Gizartean: ekonomiaz, ekologiaz Bideo-alfabetatze Euskal Herria: jendetza- eta sozio-ekonomi egituraz Gipuzkoako industriaren azterketa sozio-ekonomikoa",1975
https://wikibase.inguma.eus/entity/Q10457,K. Garro,,,Isotaktik Polibuteno-1/ Ziklohexano/ n-Propanol sistema hirukoitzaren kimik-f...,1975
https://wikibase.inguma.eus/entity/Q10910,Jean Baptiste Etxarren-Lohigorri,male,,"Huarte, hator etxerat Euskal literatura Baxenafarren Aingeru Irigaray eta Auritze",1975
https://wikibase.inguma.eus/entity/Q11353,Pedro De Yrizar,male,,"""Aditza euskalki guzietan"" arloaren adieraztea Euskalkiak: Bonaparteren sailkapena ""De(b)e-du(t)e, dai, debie"" aditz-jokoak Gipuzkeraz. Bizkaieraren eragintza",1975
https://wikibase.inguma.eus/entity/Q11540,Jose Manuel Bujanda Arizmendi,male,,"Euskara eskolan eraiki nahi zuen euskal pedagogo aurrerakoia: Agustin Pascual Iturriaga... Copernico eta bere ""iraultza luzea"" Koldo Mitxelenaren testu azterketa Grabitazioa",1975
https://wikibase.inguma.eus/entity/Q11586,Antonio Bilbao Monasterio,male,,Pentsakizunak,1975
https://wikibase.inguma.eus/entity/Q11341,Antonio Del Campo,male,Mondragon Unibertsitatea,"Termoisolaketa Zenbaki-sistema berri bat Zenbaki perfektuen barne egitura Unibertsoaren egitura, iragana eta etorkizuna (III atala) Unibertsoaren erdigunea Ilargiaren mugimenduak Ilargi bihurria ote da gure satelitea? Betoi hezurdura Hormigoi hezurduna EH-73 arautegia eta bere ulerkuntzari buruzko ohar batzuk Gutun-erantzunak Johansson galga-bilduma (beren kopurua gutxitzeko metodo berri bat) Oinharri bixonak",1976
https://wikibase.inguma.eus/entity/Q11541,Ramon Bueno Zuluaga,male,Tekniker,Ramon Bueno Zuluaga ikertzailea mintzo,1976
https://wikibase.inguma.eus/entity/Q11952,Felix Azpiroz Arrillaga,male,Elhuyar Kultur Elkartea,Karrera teknikoen irakaskintzaz Rikardo Etxeparerekin Ramon Bueno Zuluaga ikertzailea mintzo Lana eta energia Teknologia mekanikoa /2 Energia Zenbakizko kontrola makina-erremintetan,1976
https://wikibase.inguma.eus/entity/Q12245,Gurutzi Arregi Azpeitia,female,Labayru Ikastegia,"San Rokeren ermitea. Durango (Bizkaia) Euskal-etnologia, bibliografia (jarraipena. Ikus ETNIKER-1) Euskal-etnologia, bibliografia (jarraipena)",1976
https://wikibase.inguma.eus/entity/Q12316,Imanol Arluziaga Esnal,male,Aranzadi,"Pagoeta (Gipuzkoa, Euskal Herria) Parke Naturaleko trikopteroen larbak (insecta: trichoptera). I. zatia: espezieen aurretiko inbentarioa Biologiazko asoziazioak: bizidunen elkarkerak Ekologia: bizidunak eta berauen ingurunea Metabolismoa: bizidunen barneko erreakzio kimikoak Bitaminak: janarietako substantzia eragileak Entzimak: proteina katalisigileak Artropodoak: hanka giltzatuak eta kanpoeskeletua dituzten animaliak Agorregi burdinolako (Aia, Gipuzkoa) trikopteroen larben ugaritasuna eta dibertsitatea habitat ajuatikoen ezaugarriekiko Natur Zientziak hiztegia: biologia, geologia Pagoeta Parke Naturaleko (Gipuzkoa, Euskal Herria) trikopteroen larbak (insecta: trichoptera). II. zatia: alderdi sinekologikoak Ornogabeak",1976
https://wikibase.inguma.eus/entity/Q12650,Jesus Altuna,male,Aranzadi,"Natur Zientziak hiztegia: biologia, geologia Geodinamika: lurrazalaren aldakuntzak Geologia historikoa: gure lurraren historia Mineralogia: meak eta berauen bereizgarriak Petrologia: ""harrien"" sorrera eta egitura Kristalografia: kristaleen itxurak, egiturak, bereizgarriak Hiztegia Arkeozoologi ikerketak Euskal Prehistorian Espezieen jatorria: hautespen naturalaren bidez",1976
https://wikibase.inguma.eus/entity/Q7415,Jon Urrujulegi Agirre,male,,Artea hiztegia Sinonimoen kutxa. Sinonimo eta antonimoen hiztegia Eboluzio bideak,1976
https://wikibase.inguma.eus/entity/Q7453,Jesus Urkidi,male,,"Euskal-etnologia, bibliografia (jarraipena. Ikus ETNIKER-1)",1976
https://wikibase.inguma.eus/entity/Q7505,Ziriako Uriarte,male,,Geometria arrunterako programa baten bila,1976
https://wikibase.inguma.eus/entity/Q9080,Jose Antonio Maiz,male,,Integrazio numerikoa Sasieroaleak,1976
https://wikibase.inguma.eus/entity/Q9896,Xabier Iribar Sorazu,male,,"Natur Zientziak hiztegia: biologia, geologia Biologia /3: ekologia hiztegia Biologia /4: zoologia hiztegia Itsas errekurtsuak Ugalketa: bizidunen ugalkera desberdinak Ehunak: egitura eta funtzio berbereko zelul multzoak Anatomia eta fisiologia: metazooen egitura eta beronen funtzionamendua Ornogabeak Arrainak Arakilgo urlasterrak. Azterketa biologikoa Ibaien erregenerazioa",1976
https://wikibase.inguma.eus/entity/Q10389,Ximon Goia,male,,"Zientzia esperimentalen irakaskuntza Atomoek elkartu egiten dira. Hau adierazteko, kimikak, hiztegi bat erabiltzen du Material kurrikularrak erreforman Polimeroak",1976
https://wikibase.inguma.eus/entity/Q11493,Agustín Campos,male,,Perturbatu gabeko dimentsioak eta bolumen exkluituari buruzko teoria desberdi...,1976
https://wikibase.inguma.eus/entity/Q12145,Rikardo Arrue Imaz,male,,His sortaren ezkerreko adarraren erabateko hersturaren eta zaingorrigrafiaren arteko koerlazioa,1976
https://wikibase.inguma.eus/entity/Q12366,Paulo Areso,male,,"Natur Zientziak hiztegia: biologia, geologia Ornodunak: bizkarrezurreko nerbio sistema duten animaliak Moluskuak edo soinberak: barakuilua, txirla, olagarroa Ekinodermoak: itsastrikuak eta itsasizarrak Zelentereak: polipoak eta marmokak Zizareak: itsasokoak, lurrekoak, parasitoak Protozooak: zelula bakarreko animaliak Eboluzioa. bizia nola eta zergatik eraldatzen den Genetika: herentziaren zientzia Belakiak: metazooetan animaliarik xinpleenak Anatomia eta fisiologia: metazooen egitura eta beronen funtzionamendua",1976
https://wikibase.inguma.eus/entity/Q7110,Maria Luisa Zubiaurre Leiaristi,female,Euskal Herriko Unibertsitatea,Ekosistema eta energiaren banaketa ekosistema batetan Ekologia I,1977
https://wikibase.inguma.eus/entity/Q7287,Yosu Yurramendi Mendizabal,male,Euskal Herriko Unibertsitatea Udako Euskal Unibertsitatea,"Moran eta Gearyren autokorrelazio-adierazleen aldaera bana LSAren oinarri matematikoa Datuen analisia eta enuntziatuen logika Erabaketa teoria Stern-en segidaren propietate berri bat eta segidaren n. gaia azkar kalkulatzeko algoritmo bat Lauki sareko patroi bitarren kalkulua, oinarrizko konbinatoriaren eskutik Datuen bistaratzea estatistika ofizialetan Matematika esperimentalaren adibide bat: Lauki sareko patroi bitarren kopuruaren kalkulua Stern-en segidan oinarritutako + zenbaki arrazional positiboen zenbait zenbakitze-sistema Kointzidentzien jokoaren azterketa bat",1977
https://wikibase.inguma.eus/entity/Q7140,Iñaki Zubizarreta Artetxe,male,Beste Erakundea,Kanta Berria bidegurutzean,1977
https://wikibase.inguma.eus/entity/Q11836,Tere Barrenetxea Arregi,female,Udako Euskal Unibertsitatea,"La langue Franaise de la Technique et de la Science Language Incorporated: Teaching Foreign Languages in Industry 1991ko soziolinguistikazko inkestaren emaitzak. Enpresetan eginako proie... Disoluzioak. Jalkiak. Oxidazio Erredukzioa Euskara lan-munduan: ikastaroetatik erabilera sustatzeko plangintzetara Terminologi zentru eta bankuak Zalantzazko hainbat puntu morfosintaktiko Mahai ingurua: ""Normalkuntza plangintzak gaur egun"" Euskararen erabilera areagotzeko plangintzak enpresa-mailan Udako Euskal Unibertsitatea: berezia 1983.eko Nobel sariak Mekanikaren aurrerabideak Hizkuntza berezituak: euskararena bakarrik ez den arazo bat Xede berezietarako hizkuntz irakaskuntza: laneko euskara Xede berezietarako hizkuntz irakaskuntza. Historia, joerak eta arazoak ""Laneko euskara"" arloko liburuak",1977
https://wikibase.inguma.eus/entity/Q12139,Anton Artamendi Mugerza,male,Deustuko Unibertsitatea,Filosofia Euskal linguistika eta literatura: bide berriak Unibertsitatea dela eta,1977
https://wikibase.inguma.eus/entity/Q7049,Jose Antonio Retolatza,male,,Ume euskaldunen alfabetatzea,1977
https://wikibase.inguma.eus/entity/Q7050,Agustin Biain,male,,Juan Mateo Zabalari omenaldia,1977
https://wikibase.inguma.eus/entity/Q7232,Kepa Zalbide Elustondo,male,,Fisika hiztegia /1 Fisika hiztegia /2 Kimika hiztegia /3 Kimika hiztegia /4 Kimika hiztegia /1 Kimika hiztegia /2 Turbinak Gasak saiatuz Fabrikazio-sistema malguen egoerak eta joerak Lehen hegazkinak Korronte zuzeneko makinaren portaera erregulazioan (II) Zirkuitu elektrikoak eta korronte zuzeneko makinak Induzituko tentsioa Grabitazioa Energi fluxua gizarte industrial batetan Energia naturan,1977
https://wikibase.inguma.eus/entity/Q7240,Enrike Zabala,male,,Euskal literaturaren historia laburra,1977
https://wikibase.inguma.eus/entity/Q7545,Kandido Uranga,male,,Ekologia I Ekosistema moetak,1977
https://wikibase.inguma.eus/entity/Q7561,Karmele Unzueta,female,,Ekologia I Fisiologiazko ikastaroa Ekosistema moetak,1977
https://wikibase.inguma.eus/entity/Q7966,Jose Saizar,male,,Elektrizitatearen izaera Konmutazio elektronikoa Mikroelektronikaz,1977
https://wikibase.inguma.eus/entity/Q8808,Amaia Mitxelena,female,,Nukleo interfasikoa Ekologia II Populazioen ekologia Nutrizio minerala landareetan,1977
https://wikibase.inguma.eus/entity/Q8812,Itziar Mitxelena Martinez de Ilarduya,female,,Axularren titulua Rembrant zaharraren erretratua Txejoven eskutitzak,1977
https://wikibase.inguma.eus/entity/Q9019,Alain Maritxalar,male,,Ordinatoreak: egungo eta biarko erabilpenak,1977
https://wikibase.inguma.eus/entity/Q9345,Pedro M. Legarreta,male,,Alfabetatze euskalduntze mugimenduaren orainaz... eta geroaz,1977
https://wikibase.inguma.eus/entity/Q9611,Gorka Knörr Borràs,male,,Katalunia euskaldunen begietatik. Iritzi bilketa Euskal kanta berriaren historiaz,1977
https://wikibase.inguma.eus/entity/Q9785,Karmelo Iturria,male,,Juan Antonio Ubillosen II. mendeurrena Gregorio Arrueren biografia Zarauzko frantziskotarren misiolari kolegioa eta euskara Idazlan guztiak II Idazlan guztiak I,1977
https://wikibase.inguma.eus/entity/Q9919,Miren Irazusta,female,,Ekologia I Fisiologiazko ikastaroa Ekosistema moetak Sexuzko ugalketa Arnasketa eta zirkulupena,1977
https://wikibase.inguma.eus/entity/Q10115,Jean B. Hiriart-Urruty,male,,Erlijioa hiztegia /2 Erlijioa hiztegia /1 Jean Hiriart-Urruty-ren mintzaldia (Sarrera-hitzaldia),1977
https://wikibase.inguma.eus/entity/Q10157,Rene Harluxet,male,,Ordinatorearen memoria Informatikaren egungo egoeraz,1977
https://wikibase.inguma.eus/entity/Q10593,Joxe A. Gandarias,male,,Idazlan guztiak II Idazlan guztiak I,1977
https://wikibase.inguma.eus/entity/Q10745,Jaione Ezkurdia Mujika,female,,Ekosistema moetak Sexuzko ugalketa Arnasketa eta zirkulupena Ekologia I Biologia /4: zoologia hiztegia Biologia /2: botanika hiztegia Fisiologiazko ikastaroa,1977
https://wikibase.inguma.eus/entity/Q11063,Luis Emaldi,male,,Berrelikadura (feed-back) Erlatibitatearen teoria espeziala,1977
https://wikibase.inguma.eus/entity/Q11204,Jesus Eguzkitza,male,,"Aditza I-II Aditza bizkaierazko erabileran Bikoizketa, hizketaren lantegia Euskara eta publizitatea Telebista eta bikoizketa Bizkai euskeraren arnasguneak",1977
https://wikibase.inguma.eus/entity/Q11647,Joseba Berriozabal Urkiza,male,,Nitrogenoaren zikloa Muskulua Ekologia III Fisiologiazko ikastaroa,1977
https://wikibase.inguma.eus/entity/Q11727,Jose Ramon Beloki,male,,"Kanta Berriaren ingurumaria Fundamentalismoak: hangoak, hemengoak, honelakoak eta halakoak",1977
https://wikibase.inguma.eus/entity/Q12010,Maite Ausin,female,,Ekologia I Ekosistema eta energiaren banaketa ekosistema batetan,1977
https://wikibase.inguma.eus/entity/Q12119,Guadalupe Artola Cornu,female,,B Mailako Ikastaroa,1977
https://wikibase.inguma.eus/entity/Q12292,Maite Arraiago Azkarate,female,,Kimika irakaskuntzan Kolorea Fotografiaren kimika Fotografiaren kimika umeentzat,1977
https://wikibase.inguma.eus/entity/Q12442,Jose Mari Aranalde Olaondo,male,,"Joan Inaxio Goikoetxea ""Gaztelu"": (1908-1983) Don Anizeto Zugasti, apaiza (1904-1983) Xalbador (1920-1976) Herriaren memoria lanbidez lanbide berritzen ""Euskaldunak"" poeman Genio y lengua, euskal arima, eta Euskaldunak poema Euskal Herriko bertsolari txapelketa 1982 Euskaldunak: Orixe bere berri ematen, edo egilea protagonista ""Euskaldunak"" poemaren sortaroa eta beraren ikuspegi orokorra Orixeren Euskaldunak eta festa-giroa Bertsolari haundi deklaratua: Uztapideren oroitzapenez Bertsolaritzaz galdeketa ""Ortik eta emendik"". Repertorio de locuciones de habla popular vasca",1977
https://wikibase.inguma.eus/entity/Q12972,Miren Bego Aboitiz Atxurra,female,,Airearen poluzioaren aspektu kimiko-fisikoak Kolorea Fotografiaren kimika Fotografiaren kimika umeentzat,1977
https://wikibase.inguma.eus/entity/Q7939,Jose Mari Salbidegoitia Arana,male,Euskal Herriko Unibertsitatea,"Euskal-etnologia, bibliografia (jarraipena)",1978
https://wikibase.inguma.eus/entity/Q7675,Koldo Totorika Pagaldai,male,Euskal Herriko Unibertsitatea,Nortasunaren psikologiaz Eboluziozko psikologiazko oharrak Bularreko minbiziaren eboluzioaren berri eman diezaguketen faktore psikologikoak: aurre egiteko erak eta gaixotasunarekin nola moldatu Gaixotasun kronikoen egoera defizitarioak psikiatrian: esklerosi multiplearen adierazgarri psikologikoak,1978
https://wikibase.inguma.eus/entity/Q11474,Begoña Carrascal Platas,female,Euskal Herriko Unibertsitatea,Matematika/1: hiztegia Matematika/2: hiztegia Espazio topologikoak Logika,1978
https://wikibase.inguma.eus/entity/Q11581,Edurne Biritxinaga Gaztelurrutia,female,Ikertzaile Independentea,Matematika/1: hiztegia Matematika/2: hiztegia Dibisibilitatearen teoria eta kongruentziak Espazio topologikoak,1978
https://wikibase.inguma.eus/entity/Q8878,Jose Antonio Mendikute Badiola,male,Mondragon Unibertsitatea,Ekonomia hiztegia Azken eskariak eta gehigarri balioen hazketa Konzentrazioa eta osagarritasuna euskal ekonomian Plangintza ekonomikoa Politika ekonomikoa eta barne-kanpoko orekak,1978
https://wikibase.inguma.eus/entity/Q12553,Xabier Andonegi Gurrutxaga,male,Euskal Herriko Unibertsitatea,Hizkuntzari buruzko Erdi Aroko pentsaeraz (II): logika eta semantika Erdi Aroan Hizkuntzari buruzko erdi aroko pentsaeraz (I): jatorrizko problematikaren azalpen kritikoa Berriz filosofoak Nietzsche eta Freud filosofian eragile Erdi Aroko filosofia Pentsaera negatiboa Kristau-pentsaera Hermeneutika Zientzia Filosofia hiztegia Filosofia Utopia Unibertsitatea eta zientzia Erdi Aroan,1978
